"Art_ID","Par_ID","Paragraph"
17,246,"Walmart's focus on women is apparent from the infrastructure it has to support them. Along with the global council that Duke launched 11 years ago - which has morphed into a broader ""inclusion"" council - there's the Women's Resource Community, a Women's Officer Caucus, and a Women in Retail Field Development Program for those outside the U.S."
17,247,"Much of this was an outgrowth of some advice Walmart got from another big company, Coke. In 2000, the beverage giant settled a lawsuit claiming widespread racial discrimination in pay and promotions, and thereafter became a model for diversity."
17,248,"Leaders in Walmart's human-resources department contacted Bucherati, who designed Coke's diversity initiatives in the wake of the settlement. He had created a global women's council at Coke, and Walmart asked for his assistance as it developed one of its own."
17,249,"In contrast, there are fewer groups inside Walmart that specifically focus on the development of Black employees."
17,250,"That's not to say Walmart doesn't want to hear from them: In 2018 McMillon led a two-day ""immersive listening tour"" of Montgomery, Ala., where he and other leaders visited sites made famous by the civil-rights movement."
17,251,"Last year he screened The Hate U Give multiple times for Walmart employees, and invited the movie's director George Tillman Jr. for a town hall conversation."
17,252,"And in the wake of George Floyd's death, Walmart said it would hold ""associate listening sessions"" where rankand-file employees can tell senior leaders ""how you're feeling,"" according to an internal memo from Morris."
17,253,"That's not enough, says Pamela Newkirk, author of Diversity, Inc.: The Failed Promise of a Billion-Dollar Business, which explains why corporate diversity efforts haven't really accomplished much. ""OK, you are listening now,"" she says. ""But what are you hearing and what will you do with the information?"" Some parts of Walmart have done well by Black employees, at least for a while."
17,254,"Its legal department during the 2000s recruited Black and Latino lawyers under the guidance of then-general counsel Tom Mars."
17,255,"But the progress fizzled when a new general counsel took over in 2009, the same year Duke began his women's initiative, according to people who worked there at the time."
17,256,"Two years later, the Supreme Court ruled 5-4 for Walmart in the gender-bias suit that was originally filed a decade earlier by lead plaintiff Betty Dukes, a Black female store greeter. In Walmart's diversity report that same year, CEO Duke cited the progress made in hiring more female store managers, saying they make ""our business stronger."""
17,257,"Walmart's uneven progress on diversity didn't get much attention before. Now, though, the stakes are higher, as the Black Lives Matter movement gains a foothold in the corporate mainstream."
17,258,"Walmart says it will accelerate its outreach toward all minorities. But Duke said the same thing in 2009, as did McMillon when he became CEO in 2014. CEOs often talk about moving faster on diversity, but where to? How do you convince those employees who are unwilling to act? And how do you create an environment where minorities can speak up without fear of retribution? These are the questions Walmart now has to ask itself."
17,259,"Bloomberg !@COPYRIGHT=© 2020 Postmedia Network Inc. All rights reserved."
17,260,"Graphic"
17,261," "
17,262,"Eduardo Munoz, File Photo, File, Reuters; Some Black former Walmart associates in the U.S. say promising Black staffers repeatedly failed to break into the company's officer ranks unlike white women.; "
18,263,"TWO billionaire brothers from Blackburn are poised to take control of Asda, returning the supermarket chain to British ownership for the first time in two decades after a surprise decision by US seller Walmart."
18,264,"Mohsin and Zuber Issa, the low-profile founders of petrol forecourt operator EG Group, have been selected as preferred bidders to take a controlling stake in the UK's third-biggest supermarket. The pair are working with British private equity firm TDR Capital. The decision is expected to be confirmed by Asda's current owner Walmart in the coming days."
18,265,"It follows weeks of frenzied negotiations in which Wall Street titan Apollo Global Management was the presumed favourite."
18,266,"Competition chiefs are expected to closely scrutinise the deal given that both sides have a major chunk of the petrol market."
18,267,"The Issas, whose interest was first reported by The Sunday Telegraph in March, had been widely discounted as Apollo duked it out with US rival Lone Star. Lone Star dropped out of the running last week."
18,268,"After initially exploring an approach bid through EG Group, the Blackburn brothers opted to back a bid by TDR using their personal fortune. EG already has debts of £7.3bn, according to analysis by Bloomberg earlier this year."
18,269,"A victory over $400bn (£315bn) fund Apollo will mark a major coup."
18,270,"SUPER TDR is considerably smaller than Apollo. Its investments include Stonegate, the UK's largest pub group, and We Buy Any Car owner BCA Market -JON place, as well as EG Group, which it owns jointly with the Issas."
18,271,"Apollo is understood to have worked hard to soothe concerns that it would launch a major cost-cutting exercise if it took charge of Asda."
18,272,"Concerns remain that under TDR stewardship, a programme of redun dancies and closures could be on the horizon. But deal insiders insist that the preferred bidders have given Walmart an assurance this is not on the cards."
18,273,"The sale of a majority stake follows Asda's aborted £10bn merger with Sainsbury's. Competition regulators blocked that deal last year, embarrassing the likes of Sainsbury's boss Mike Coupe, who had been caught on camera singing ""we're in the money"" when the deal was first announced."
18,274,"It is understood that Walmart executives are desperate not to fall foul of regulators for a second time."
18,275,"Andrew Taylor, who offers advice on competition investigations and cofounded Aldwych Partners, said the deal is likely to pique the interest of the watchdog."
18,276,"Asda's ownership of petrol stations could lead to sell-offs if its sites are too close to EG's in some areas."
18,277,"Mr Taylor said: ""While a deal might not result in Asda and EG merging their networks, they would still be con nected. The Competition and Markets Authority could require them to sell those petrol stations."""
18,278,"The overlap, however, is not likely to be that great other than in the North of England where both businesses have more sites."
18,279,"Clive Black, a retail analyst at broker Shore Capital, said that should the brothers emerge victorious, ""then this is a remarkable case of immense ambition, courage and entrepreneurship on behalf of the siblings""."
18,280,"Asda's market share was 14.3pc in August, well behind Tesco's 26.6pc, while Sainsbury's had 14.9pc."
18,281,"Ben Marlow: Page 2; Analysis: Page 5"
18,282,"Graphic"
18,283," "
18,284,"Zuber and Mohsin Issa, founders of the EG Group, are poised to take control of Asda, Britains third largest supermarket. Any deal may still attract the attention of the regulator"
19,285,"INDIAN-ORIGIN UK billionaire brothers-Mohsin and Zuber Issa-are likely to take over Asda supermarket from Walmart as they and the private equity firm TDR Capital have been emerged as preferred bidders."
19,286,"Issa brothers have already been associated with the supermarket retailer through EG Group, their petrol forecourt business."
19,287,"According to reports, the brothers along with TDR Capital have placed a bid that valued the UK's third largest grocery chain at £6.5bn."
19,288,"If the deal is through, Asda could return to UK ownership in two decades. The supermarket has been owned by US giant Walmart since 1999."
19,289,"The Blackburn-born brothers each own a quarter of £10 billion EG Group. TDR Capital now owns half of the group."
19,290,"Initially called Euro Garages, the Issa brothers founded EG in 2001, expanding it from a single site in Bury, Greater Manchester to owning almost 6,000 sites across 10 countries."
19,291,"Their parents came to the UK from Gujarat, India, in the 1960s. They attended their local comprehensive school in Blackburn while their father worked in a textile factory."
19,292,"The recent acquisitions of the group including forecourt groups in the US, Little Chef roadside cafes and a major Kentucky Fried Chicken franchise in the UK."
19,293,"In 2019 the business reported revenues of more than (EURO)20bn (£17.9bn)."
19,294,"The brothers donate 2.5 per cent of their wealth every year to charity and their Issa Foundation supports local hospitals and deprived schoolchildren."
19,295,"The brothers were placed in the ninth position in the Eastern Eye Asian Rich List 2019 with an estimated worth of £1.5 billion."
19,296,"The Asian Rich List profiles the top 101 wealth creators of Asian origin in Britain."
19,297,"Walmart is selling a majority stake in Asda after a merger with Sainsbury's was blocked on competition grounds and is expected to retain a minority stake in the supermarket as part of the deal."
19,298,"It is learnt that the US private equity firm Apollo Global Management also remains in the race."
19,299,"Recently, Asda said that it will expand into convenience stores and will initially trial ""Asda On the Move"" at three of EG Group's fuel station forecourts in Ashby, Leamore and Primley in the Midlands."
19,300,"Leeds-based Asda operates more than 600 stores in the UK."
19,301,"The post Indian-origin Issa brothers likely to take over Asda from Walmart appeared first on EasternEye."
20,302," Walmart Inc. is in discussions with Tata group for buying a large stake in the Indian conglomerate's proposed super app, Mint reported citing people aware of the development."
20,303," The retail giant's investment in the super app platform business to be hosted under a Tata Sons subsidiary could touch $20 billion to $25 billion, the report said."
20,304," The 'super app' aims to create a digital services behemoth offering a wide range of products in the retail space. The super app, scheduled to be launched in India in December or January, is estimated to be valued at around $50 billion to $60 billion. "
20,305," As per the talks between Tata and Walmart, the super app could be launched as a joint venture between both companies. It may combine Flipkart's offerings from Walmart and the entire retail product franchise housed by the Tata group on one platform for retail customers."
20,306," Walmart in May 2018 had bought a 66% stake in Flipkart for $16 billion."
20,307," As per the report, Walmart has appointed Goldman Sachs as the investment banker for the proposed deal. "
21,308,"A battle to get Walmart to assist its business neighbour's and allow others to use a laneway off of Great Northern Road to access a new traffic light is simmering down."
21,309,"Or, at this point, at least slowing down."
21,310,"Ward 3 Coun. Matthew Shoemaker asked city council to defer a motion Monday to give Walmart, the city, Superior Bakery and other businesses time to come to the table to negotiate how the laneway that runs east from Great Northern Road to the Walmart parking lot can be accessed by neighbouring businesses."
21,311,"Last week Shoemaker had called Walmart ""a difficult neighbour"" because repeated requests to the retail giant to give neighbouring businesses access to the laneway went unanswered by corporate headquarters."
21,312,"""I believe we may have some progress,"" Shoemaker told city council, suggesting that he believed Walmart is now prepared to come to the table and discuss the issue with the other parties."
21,313,"A rezoning in February 2018 to approve the new Pino's grocery store on Great Northern Road also included the approval of a traffic light to be installed at a to-be constructed entrance to Pino's adjacent to the Walmart laneway, just north of Superior Bakery."
21,314,"That created concern for Superior Bakery and other nearby businesses who feared it would make access in and out of their parking lot an issue."
21,315,"The problem can be solved if Walmart allows Superior Bakery access to its laneway, simply by cutting the curb and allowing its customers to access the future traffic light."
21,316,"The busy north-south traffic on Great Northern Road makes it difficult to turn onto the street from businesses like Superior Home Bakery, Shoemaker said."
21,317,"Shoemaker said that given that Walmart has now responded to the stakeholders and ""seemed very open"" to finding a resolution on the issue, his motion should be deferred to at least the next meeting. That will give the parties time to talk, he said."
21,318,"City planning director Don McConnell said a meeting was held late Friday and city engineers are now designing drawings to present to the stakeholders."
21,319,"""I think we should keep going while the iron is hot,"" Shoemaker said."
21,320,"Council agreed to defer the motion."
21,321,"The motion had asked that the city halt work on the traffic lights until agreements are inked, or at least progress has been made in the negotiation process."
21,322,"The Second Line and Great Northern Road intersection is the busiest intersection in Sault Ste. Marie."
22,323,"https://www.investors.com/wp-content/uploads/2019/06/stock-beyond-meat-03-shutter.jpg"
22,324,"Beyond Meat stock entered a buy zone intraday Tuesday after the fake-meat maker said that Walmart would widen its distribution of the Beyond Burger to more than 2,400 stores nationwide starting next week, up from around 800."
22,325,"Beyond Meat's frozen products debuted in Walmart, the top U.S. grocer, in 2015. The big-box retail chain over that time has brought the Beyond Burger and the Beyond Sausage to the fresh meat aisle, and added Beyond Breakfast sausage patties to its freezer aisles."
22,326,"The announcement is the latest expansion for Beyond Meat over this year. Last month, the company said BJ's Wholesale would sell Beyond Meat products. Beyond Meat's products are in chains like Starbucks and Del Taco and an array of independent restaurants."
22,327,"Beyond Meat's plant-based meat substitute products are now in around 112,000 retail and food-service locations across 85 nations."
22,328,"The company has expanded its production capacity in Europe and said it planned to build production facilities in China, after a bigger advance into grocery stories in the nation."
22,329,"IBD Live: A New Tool For Daily Stock Market Analysis"
22,330,"Beyond Meat Stock"
22,331,"Shares jumped 9.5% to close at 165.66 in the stock market today but had climbed as high as 170.45 to briefing break out of a cup base with a 167.27 buy point. Beyond Meat stock began forming that base in June."
22,332,"Beyond Meat stock has a Composite Rating of 80. Its EPS Rating is still weak, at 29, amid those expansion plans."
22,333,"Beyond Meat last month reported mixed second-quarter earnings. The company reported a slightly worse-than-expected loss per share. But revenue jumped 69%, beating expectations."
22,334,"Still, the company's U.S. food-service business fell 61% during the quarter, as the coronavirus pandemic restricts restaurant service and keeps nervous customers from dining out. Beyond Meat stock fell on the news."
22,335,"YOU MAY ALSO LIKE:"
22,336,"Is Beyond Meat Stock A Buy Right Now? Here's What Earnings, Chart Show"
22,337,"Analysts Boldly Upgrade 13 S&P 500 Stocks — Including One Airline"
22,338,"Datadog Stock Closes In On Buy Point As It Shows Strength Amid Challenging Market"
22,339,"Is Nvidia Stock A Buy Now? M&A Fuels Earnings Boom, Shares Find Key Support"
22,340,"Join IBD Live Each Morning For Stock Tips Before The Open"
23,341,"A more comprehensive ban remains scheduled for November, about a week after the presidential election. The judge, Carl Nichols of the U.S District Court for the District of Columbia, did not agree to postpone the later ban."
23,342,"The ruling followed an emergency hearing Sunday morning in which lawyers for TikTok argued that the administration's app-store ban would infringe on U.S. First Amendment rights and do irreparable harm to the business."
23,343,"This year, U.S. President Donald Trump declared that TikTok, owned by Chinese company Bytedance, was a threat to national security and that it must either sell its U.S. operations to American companies or be barred from the country."
23,344,"TikTok is still scrambling to firm up a deal tentatively struck a week ago in which it would partner with Oracle, a huge database-software company, and Walmart in an effort to win the blessing of both the Chinese and U.S. governments. In the meantime, it is fighting to keep the app available in the United States."
23,345,"TikTok said in a statement that it was pleased with the court ruling and continues to work to turn its deal proposal into an actual agreement."
23,346,"The U.S. Commerce Department, which is responsible for the specific orders banning TikTok, said it will comply with the judge's order but intends to vigorously defend the administration's efforts against the app."
23,347,"Judge Nichols did not explain his reasoning publicly, and instead filed his judicial opinion under seal. Initially both the U.S. government's brief in the case and the entire Sunday morning hearing were also due to be sealed from the public, although the court later relented."
23,348,"In arguments to Judge Nichols, TikTok lawyer John Hall said that TikTok is more than an app, since it functions as a ""modern-day version of a town square."""
23,349,"""If that prohibition goes into effect at midnight, the consequences immediately are grave,'"" Hall said. ""It would be no different than the government locking the doors to a public forum, roping off that town square"" at a time when a free exchange of ideas is necessary heading into a polarized election."
23,350,"TikTok lawyers also argued that a ban on the app would affect the ability of tens of thousands of potential viewers and content creators to express themselves every month and would also hurt its ability to hire new talent."
23,351,"In addition, Hall argued that a ban would prevent existing users from automatically receiving security updates, eroding national security."
23,352,"U.S. Justice Department lawyer Daniel Schwei said Chinese companies are not purely private and are subject to intrusive laws compelling their co-operation with intelligence agencies."
23,353,"The Justice Department has also argued that economic regulations of this nature generally are not subject to First Amendment scrutiny."
23,354,"""This is the most immediate national security threat,"" argued Schwei. ""It is a threat today. It is a risk today and therefore it deserves to be addressed today even while other things are ongoing and playing out."""
23,355,"Schwei also argued that TikTok lawyers failed to prove the company would suffer irreparable business harm."
23,356,"The Justice Department laid out its objections to TikTok's motion for a temporary injunction in a brief under seal, but it was unsealed in redacted form to protect confidential business information."
23,357,"Trump set the process in motion with executive orders in August that declared TikTok and another Chinese app, WeChat, threats to national security. The White House says the video service is a security risk because the personal information of its millions of U.S. users could be handed over to Chinese authorities."
23,358,"Trump has given tentative approval to a proposed deal in which Oracle and Walmart could initially own a combined 20 per cent of a new U.S. entity, TikTok Global."
23,359,"But Trump also said he could retract his approval if Oracle doesn't have ""total control"" of the company; the president did not explain what he meant by that."
23,360,"The deal remains unfinalized, and the two sides have also appeared at odds over the corporate structure of TikTok Global. Bytedance said last week that it will still own 80 per cent of the U.S. entity after a financing round."
23,361,"Oracle, meanwhile, put out a statement saying that Americans ""will be the majority and Bytedance will have no ownership in TikTok Global."""
23,362,"Government-owned media in China have criticized the deal as bullying and extortion."
23,363,"Bytedance said Thursday it has applied for a Chinese technology export license after Beijing tightened control over exports last month in an effort to gain leverage over Washington's attempt to force an outright sale of TikTok to U.S. owners."
23,364,"China's Foreign Ministry has said the government will ""take necessary measures"" to safeguard its companies but gave no indication what steps it can take to affect TikTok's fate in the United States."
23,365,"TikTok is also asking a federal court to declare Trump's Aug. 6 executive order unlawful."
23,366,"The Chinese firm said the president doesn't have the authority to take these actions under the national-security law he cited; that the ban violates TikTok's First Amendment speech rights and Fifth Amendment due-process rights; and that there's no authority for the restrictions because they are not based on a national emergency."
25,394,"Fortified by an initial public offering, Oak Street Health is moving into new markets and testing a less familiar business model as it navigates the COVID-19 pandemic."
25,395,"The Chicago-based network of primary care clinics for people 65 and older, many of whom have complex medical and social needs, raised $352 millionwhen it went public last month."
25,396,"The initial public offering gives Oak Street the capital to execute its aggressive growth plan, which includes building new senior-focused centers across the country and piloting three Walmart-based clinics for patients of all ages. But the funds come with more intense, short-term scrutiny for the company, which has operated in the red since launching in 2012."
25,397,"Now Oak Street will have to manage such pressure on top of controlling rising medical costs and improving health outcomes for high-risk patients during a public health crisis."
25,398,"""At a time when primary care is struggling, our model is further needed,"" says CEO Mike Pykosz. ""We already felt that our model could provide much higher-quality care, but now COVID just really added another layer to that."""
25,399,"Many doctors who get paid for each medical service provided saw revenues tank as people avoided in-person care earlier in the pandemic. But primary care practices like Oak Street that collect a fixed amount to keep patients healthy fared better."
25,400,"Oak Street quickly shifted to telehealth earlier this year and repurposed its patient transport vans to deliver meals from food pantries. Still, the pandemic stalled the company's rapid expansion."
25,401,"But in the last six weeks, Oak Street has opened 12 new centers-expanding its network to 66 locations in nine states-and announced a deal with Walmart to open clinics at three stores in the Dallas-Fort Worth area. Oak Street expects to have 75 clinics in 11 states by year-end."
25,402,"""It's a risk anytime a company is growing as rapidly as they are,"" says William Blair analyst Ryan Daniels. ""They've proven through almost 70 centers now a very predictable and consistent patient ramp and profit ramp, so I think it can be replicated. But if you're going to go from 54 centers at the start of the year to 150 centers three or four years from now-and maybe it won't be that many-that's a lot of growth. They have to make sure they continue to keep the culture, keep the management talent."""
25,403,"In the longer term, the pandemic could make older adults less willing to visit health care facilities or lead insurers to favor home-based care, Piper Sandler analyst Sean Wieland warns in an Aug. 31 report. But with investments in primary care yielding savings down the road ($1 in primary care saves the health care system an average of $13, Oregon researchers found), it's likely that ""primary care will enjoy anointed status in the post-COVID healthcare delivery paradigm,"" Wieland writes."
25,404,"PAYMENT MODELS"
25,405,"The Walmart clinics for patients of all ages will take Oak Street outside its comfort zone and core Medicare business. While older patients will be treated under Oak Street's standard value-based model of care, in which Medicare and Medicare Advantage insurers pay a set amount per patient, those with other insurance plans will be treated under the more widespread fee-for-service, or volume-based, payment model."
25,406,"Pykosz says the goal of the partnership is to test whether clinics in Walmarts, which tend to be in more suburban and rural locations than Oak Street, attract more new patients. For Walmart, the deal is another step toward its vision of becoming ""America's neighborhood health destination."""
25,407,"Oak Street could face increased competition as more providers move into its core business. In addition to senior-focused rivals like Chicago-based VillageMD and Miami-based ChenMed, a number of independent doctors, hospitals and health systems will be looking to capture a piece of the growing Medicare-eligible population."
25,408,"Oak Street's patients have an average income of $20,700, and about half struggle with at least one social factor that affects health, such as food insecurity, while 40 percent have a behavioral health diagnosis, according to the company's prospectus."
25,409,"During the company's second-quarter earnings call, Pykosz said the estimated size of Oak Street's target market is 27 million moderate- to low-income Medicare-eligible patients living in suburban and urban areas, which translates to a $325 billion annual market opportunity."
25,410,"""At the end of the second quarter, we cared for up to 85,000 of these lives, which represents less than 5 percent of the addressable Medicare population in the markets we currently operate in, and an even tinier fraction of the overall market opportunity,"" Pykosz said on the call."
25,411,"Beyond the attractive market, Daniels says Oak Street's Medicare-focused model isn't in jeopardy despite the upcoming presidential election, which has serious implications for the way health care is delivered."
25,412,"""Regardless of who sits in the presidency, it's very favorable for Medicare Advantage,"" Daniels says. ""If it's Trump, it's status quo. If it's Biden, you may even see expansion of Medicare Advantage or taking down the age limit or buying into Medicare."""
25,413,"And Oak Street's planned participation in a new program from the Centers for Medicare & Medicaid Services that bypasses insurers could be a boon if it brings the company more patients and higher profit margins, as expected."
25,414,"But sooner or later, Wall Street is going to want to see a profit. Revenue increased 75 percent in 2019 to $556.6 million, while the company's net loss expanded 37 percent to $109.4 million. On Sept. 16, it reported second-quarter revenue of $214.4 million and a net loss of $26.8 million-in line with preliminary estimates. Since debuting at $21 apiece on Aug. 6, Oak Street shares surged as high as $53.58 on Sept. 2 before retreating to $45.12 on Sept. 24."
26,415,"WALMART China is shifting gears to rapidly embrace digital technologies by adopting tech-enabled applications in its brick-and-mortar stores, with its OCT store in Nanshan District of Shenzhen becoming the retailer’s first store that leverages state-of-the-art technologies to optimize store operations and improve customer experience."
26,416," Some of the applications that have been put into use in its OCT store includes smart shopping carts, intelligent self-service fresh produce scales, an AI-powered camera that assists with replenishment, and a wireless temperature logger, the retailer said Thursday."
26,417," In January 2019, Walmart China launched its Omega 8 innovation platform, which aims to help open cross-industry communication channels and extend cross-border innovation."
26,418," According to the retail giant, the platform serves as a bridge between technology companies and Walmart to jointly create technical solutions for the more difficult aspects of retail. After more than a year of development, the platform has completed dozens of innovative proofs of concept."
26,419," The self-service scale, for instance, integrates product recognition and has improved the shopping experience by saving customers’ time and making it easier for them to shop, all while lowering operational costs, said the company."
26,420," With conventional self-service scales, customers often needed to click through several screens to identify the correct product among hundreds of possible options. This can be confusing, often leading to customers requiring staff assistance to successfully complete the weighing process."
26,421," The OCT store has also introduced 30 smart shopping carts. A code-scanning device is installed in the front of the shopping cart, which enables customers to shop and buy without going to the cashier or self-checkout."
26,422," According to Walmart China, more innovative applications of the Omega 8 platform will be tested in the OCT store in the future. The applications will be extended to stores across the country if they prove successful."
27,423,"Sept. 28-- Sep. 28--Baltimore County police are investigating after a woman stole multiple electronics and other items from an Arbutus Walmart and threatened an employee with a kitchen knife before fleeing in a vehicle, according to police reports."
27,424,"The employee stopped the woman to check her receipt as she attempted to leave the Walmart in the 3600 Block of Washington Boulevard around 7:20 p.m. Sept. 20."
27,425,"When the woman failed to produce the receipt for her items, which included a Soundbar sound system, a trash can and other merchandise, the employee directed her to go back to the register to confirm a receipt was issued, police spokeswoman Natalie Litofsky said."
27,426,"The woman instead ""took a kitchen knife off her person"" and threatened him, Litofsky said."
27,427,"He sustained no injuries, according to reports."
27,428,"The suspect then fled with the merchandise in a car that was waiting outside after the employee allowed her to leave."
27,429,"Police are reviewing surveillance footage of the incident, Litofsky said."
27,430,"In other police and public safety news, the following are compiled from local police reports."
27,431,"Leeds Avenue, 4300 block, 21229. Sept. 18, 2:40 a.m. Cigarettes stolen from Gulf convenience store."
27,432,"Baltimore National Pike, 5800 block, 21228. Sept. 18, 9:09 a.m. Man robbed at motel."
27,433,"Frederick Road, 900 block, 21228. Sept. 19, 1 a.m. Attempted burglary of Shell gas station."
27,434,"Edmondson Avenue, 5300 block, 21228. Sept. 19, 3 a.m. Attempted break-in at Westway Liquors."
27,435,"Bero Road, 3000 block, 21227. Sept. 19, 10:25 p.m. Man robbed, home burglarized."
27,436,"Highview and Hooper avenues, 21229. Sept. 19, 7:39 p.m. Man robbed of cash at gunpoint."
27,437,"Hollins Ferry Road, 3900 block, 21229. Sept. 20, 10 p.m. ATM, cash, cigarettes and other items stolen from King Dollar."
27,438,"Wilkens Avenue, 4600 block, 21229. Sept. 21, 5 a.m. Cash, safe stolen from Wilkens Liquor Store."
27,439,"Bero Road, 3000 block, 21227. Sept. 21, 7 a.m. Handgun, stun gun stolen from safe."
27,440,"Hollins Ferry Road, 3900 block, 21227. Sept. 21, 6:05 p.m. Man assaulted, carjacked."
27,441,"Hollins Ferry Road, 3900 block, 21227. Sept. 22, 8 p.m. Motorcycle stolen from driver."
27,442,"Illinois Avenue, 3000 block, 21227. Sept. 24, 4 a.m. Lawn equipment stolen from shed."
27,443,"Wilkens Avenue, 4100 block, 21229. Sept. 24, 10:22 p.m. Baby formula stolen in break-in."
27,444,"___ (c)2020 the Catonsville Times (Ellicott City, Md.) Visit the Catonsville Times (Ellicott City, Md.) at www.baltimoresun.com/explore/baltimorecounty/publications/catonsville-times/ Distributed by Tribune Content Agency, LLC."
28,445,"Asda's future came one step closer to being decided yesterday as the board of owner Walmart convened to pick a preferred bidder."
28,446,"The board is choosing between private equity giants Apollo and TDR Capital: both have submitted bids to take a majority stake in Britain's third biggest supermarket, owned by Walmart for 21 years. Any deal is expected to value Asda at about £6.5bn."
28,447,"Apollo, which is being advised on its bid by retail veteran Rob Templeman, plans to split Asda into an operating company and a property company."
28,448,"The American firm has sought £3.3bn of debt secured against Asda's stores, 75% of which are freehold, and a further £500m secured against its properties. Apollo plans to float Asda in three to five years' time."
28,449,"TDR is bidding in partnership with the billionaire brothers Mohsin and Zuber Issa, owners of the Euro Garages petrol station empire, who are said to be putting up their own money for a deal."
28,450,"A third private equity bidder, Lone Star, dropped out of the race this month after failing to agree on the potential cost of a longrunning equal pay dispute brought by Asda's mostly female checkout staff, who claim they have been discriminated against as the mostly male warehouse workers are paid more."
28,451,"In July, Walmart asked the UK Supreme Court to overturn a ruling that the checkout staff were entitled to equal pay. If Walmart loses the case, it could be liable for hundreds of millions of pounds in back pay, according to a source involved in the sale process."
31,466,"(The Center Square) - Up to 1,000 new jobs are expected to come to Central Indiana after Walmart announced plans to establish its largest fulfillment center in the United States in Hancock County."
31,467,"The 2.2 million square feet facility should employ 1,000 people by the end of 2025 and provide more fulfillment capabilities for the company as it continues to meet increasing online demand, according to a news release from the Indiana Economic Development Corporation."
31,468,"""This is great news for our community as Hancock County will now be home to Walmart's largest fulfillment center in the country,"" state Rep. Chris Jeter, R-Fishers, said. ""As more and more consumers choose to buy products online, e-commerce is a rapidly growing industry, and I'm thrilled our area was selected."""
31,469,"The IEDC offered Walmart up to $1.25 million in conditional tax credits based on the company's job creation plan and up to $4.75 million in conditional tax credits from the Hoosier Business Investment tax credit program based on Walmart's planned capital investment."
31,470,"Walmart becomes eligible for the credits once employees are hired and investments are made, according to IEDC."
31,471,"More from this section"
31,472,"The American Legion launches ""Veterans Strengthening America"" public service campaign"
31,473,"Würth Industry North America Signs Agreement To Nationally Distribute DSM 3D Printing Material Solutions"
31,474,"Indiana residents who used to live in Illinois could be entitled to Facebook settlement"
31,475,"""It gives me a great deal of pride to see Walmart growing and expanding rapidly in the Hoosier state,"" Indiana Secretary of Commerce Jim Schellinger said. ""As the Crossroads of America, we are perfectly positioned to support Walmart as they secure increasing customer demand and continue contributing to our state's economy, while providing new jobs to 1,000 Hoosiers in the process."""
31,476,"The Hancock County Council, the Hancock County Redevelopment Commission and Duke Energy also offered incentives."
31,477,"The facility, on 204 acres in unincorporated Hancock County, is expected to cost $600 million to build and equip. Construction should begin in September, and Walmart expects to start fulfillment and distribution in the fall of 2022, reaching full capacity by the spring of 2024."
31,478,"""Time and time again, Indiana proves to be an attractive place for employers to establish and expand their operations,"" state Rep. Bob Cherry, R-Greenfield, said. ""This project and the 2.2 million square foot facility employing Hoosiers has the potential to be transformative for our area while boosting our local and state economy."""
31,479,"This article originally ran on thecentersquare.com."
32,480,"TikTok's Chinese owner says it is seeking approval from Beijing for a White House-endorsed plan to turn the short-video app into a US-based company, officially placing the fate of the year's hottest social-media asset in the hands of Chinese authorities."
32,481,"ByteDance said on Thursday that it had submitted its plan, which involves joining with -Oracle and Walmart, to commerce authorities under recently expanded export restrictions and was awaiting a decision."
32,482,"China's ministries in charge of commerce, and science and technology, introduced surprise changes to the country's list of restricted exports in August, adding data-processing technologies such as content-recommendation algorithms in a move widely seen as an effort to frustrate a campaign by President Donald Trump to force a sale of TikTok on national-security grounds."
32,483,"Technologies on the list can't be exported without approval from local Chinese officials. TikTok and several of ByteDance's social media apps in China are well known for their use of algorithms and artificial intelligence to tailor and push content to its users, helping them build a sizeable following."
32,484,"Gao Feng, a spokesman for China's Commerce Ministry, said on Thursday in a weekly briefing that Beijing's commerce bureau had received ByteDance's application for technology export. Mr Gao said the bureau would handle it according to regulations."
32,485,"ByteDance representatives didn't immediately respond to a request for comment for more details. The Beijing-based technology company has said in the past that it would have to go through standard regulatory approvals in China and the US."
32,486,"In the US, TikTok is seeking to prevent a Trump administration ban on downloads and updates of its app that is set to go into effect on Sunday night. TikTok on Wednesday asked a federal judge in Washington DC to stop the Trump administration from imposing the download ban, saying the order violated constitutional provisions for free speech and due process."
32,487,"At a hearing on Thursday, judge Carl Nichols gave the Trump administration until Friday afternoon to either postpone the download ban for TikTok or defend the proposed ban in court. The judge said the planned download ban could block hundreds of thousands of new TikTok users a day from signing up, -potentially causing harm to the company."
33,488,"Walmart is cutting some workers' hours and pay while increasing their workloads, according to workers who spoke to the Guardian, all while promising ""greater opportunity for associates to lead and take more ownership in the business""."
33,489,"The retailer has emerged as one of the biggest winners of the pandemic. In August, Walmart announced a 9.3% rise in store sales and a 97% rise in e-commerce."
33,490,"According to staff, the company is now pushing ahead with restructuring plans that for some workers has ""cut hours horrendously. It made it very difficult to pay bills."""
33,491,"Walmart began rolling out the plan - called the Great Workplace program in 2019 - but its introduction to several stores was delayed due to the coronavirus pandemic. The program restructured staffing by consolidating departments and roles, including layoffs for those not chosen for a new role."
33,492,"Recently, Walmart released a restructuring program it said is similar to the Great Workplace program, touting the increased wages for those accepted into new management positions and pay raises in October for associates in some departments, although Walmart's minimum wage of $11 an hour remains unchanged for front-end associates. Just 165,000 employees out of Walmart's 1.5m workforce are expected to receive pay raises."
